"x" "y" "condition"
"756" -2220.08355 -4004.1775 0
"757" -2216.7588 -4006.6405 0
"758" -2213.8489 -3966.7755 1
"759" -2212.34915 -4007.4455 0
"760" -2209.23585 -3968.662 1
"761" -2208.24215 -4009.742 0
"762" -2201.849 -4004.344 0
"763" -2200.364 -3996.984 1
"764" -2202.1844 -4012.4965 0
"765" -2224.52805 -3953.868 1
"766" -2200.53595 -3964.6745 0
"767" -2199.05095 -3957.3145 0
"768" -2200.87135 -3972.827 1
"769" -2227.13275 -3998.6875 1
"770" -2215.2519 -4006.8245 1
"771" -2211.92715 -4009.2875 0
"772" -2207.5175 -4010.0925 0
"773" -2203.4105 -4012.389 0
"774" -2197.35275 -4015.1435 0
"775" -2196.0397 -3975.474 1
"776" -2198.5367 -4006.491 1
"777" -2197.0517 -3999.131 1
"778" -2198.8721 -4014.6435 0
"779" -2194.04045 -4017.2905 0
"780" -2192.43925 -4005.455 1
"781" -2190.95425 -3998.095 1
"782" -2192.77465 -4013.6075 0
"783" -2187.943 -4016.2545 0
"784" -2207.2175 -3987.5545 1
"785" -2203.89275 -3990.0175 1
"786" -2200.98285 -3950.1525 1
"787" -2199.3133 -3945.799 1
"788" -2199.4831 -3990.8225 1
"789" -2196.3698 -3952.039 1
"790" -2195.3761 -3993.119 1
"791" -2189.31835 -3995.8735 1
"792" -2188.0053 -3956.204 0
"793" -2186.00605 -3998.0205 1
"794" -2179.9086 -3996.9845 1
"795" -2190.7083 -3940.217 1
"796" -2179.66265 -3939.1065 1
"797" -2206.156 -4007.697 0
"798" -2202.83125 -4010.16 1
"799" -2198.4216 -4010.965 1
"800" -2194.3146 -4013.2615 0
"801" -2188.25685 -4016.016 0
"802" -2186.9438 -3976.3465 1
"803" -2184.94455 -4018.163 0
"804" -2178.8471 -4017.127 0
"805" -2191.4221 -3999.149 1
"806" -2188.3088 -3960.3655 1
"807" -2187.3151 -4001.4455 1
"808" -2181.25735 -4004.2 1
"809" -2179.9443 -3964.5305 1
"810" -2177.94505 -4006.347 1
"811" -2171.8476 -4005.311 1
"812" -2196.39255 -4007.7255 1
"813" -2191.9829 -4008.5305 1
"814" -2187.8759 -4010.827 1
"815" -2181.81815 -4013.5815 0
"816" -2180.5051 -3973.912 1
"817" -2178.50585 -4015.7285 0
"818" -2172.4084 -4014.6925 0
"819" -2188.09525 -4004.473 1
"820" -2183.98825 -4006.7695 0
"821" -2177.9305 -4009.524 1
"822" -2176.61745 -3969.8545 1
"823" -2174.6182 -4011.671 1
"824" -2168.52075 -4010.635 1
"825" -2317.0837 -3963.9715 1
"826" -2315.4898 -3966.907 1
"827" -2312.2377 -3960.4575 1
"828" -2310.9514 -3964.988 1
"829" -2282.1433 -3949.856 1
"830" -2306.0938 -3977.179 0
"831" -2304.4999 -3980.1145 1
"832" -2301.2478 -3973.665 0
"833" -2299.9615 -3978.1955 0
"834" -2271.1534 -3963.0635 0
"835" -2304.54585 -3967.9915 1
"836" -2302.95195 -3970.927 1
"837" -2299.69985 -3964.4775 0
"838" -2298.41355 -3969.008 1
"839" -2269.60545 -3953.876 0
"840" -2301.2303 -3972.0185 1
"841" -2299.6364 -3974.954 1
"842" -2296.3843 -3968.5045 0
"843" -2295.098 -3973.035 1
"844" -2266.2899 -3957.903 0
"845" -2298.20645 -3969.5855 1
"846" -2296.61255 -3972.521 1
"847" -2293.36045 -3966.0715 1
"848" -2292.07415 -3970.602 1
"849" -2263.26605 -3955.47 0
"850" -2279.7259 -3947.423 1
"851" -2274.3796 -3943.3675 0
"852" -2267.3544 -3936.4975 0
"853" -2266.90545 -3963.2515 1
"854" -2260.981 -3963.846 0
"855" -2256.61355 -3965.6575 1
"856" -2256.7449 -3963.295 1
"857" -2253.6049 -3963.2655 1
"858" -2235.4894 -3934.0005 0
"859" -2233.81985 -3929.647 0
"860" -2230.87635 -3935.887 0
"861" -2222.51185 -3940.052 0
"862" -2280.1271 -3936.04 1
"863" -2269.1372 -3949.2475 0
"864" -2267.58925 -3940.06 1
"865" -2264.2737 -3944.087 0
"866" -2261.24985 -3941.654 0
"867" -2271.8141 -3947.103 1
"868" -2264.7889 -3940.233 0
"869" -2264.33995 -3966.987 1
"870" -2258.4155 -3967.5815 1
"871" -2254.04805 -3969.393 1
"872" -2254.1794 -3967.0305 1
"873" -2251.0394 -3967.001 1
"874" -2239.15855 -3975.138 1
"875" -2232.9239 -3937.736 0
"876" -2231.25435 -3933.3825 0
"877" -2228.31085 -3939.6225 0
"878" -2219.94635 -3943.7875 1
"879" -2211.6037 -3926.69 1
"880" -2277.5616 -3939.7755 1
"881" -2266.5717 -3952.983 1
"882" -2265.02375 -3943.7955 1
"883" -2261.7082 -3947.8225 0
"884" -2258.68435 -3945.3895 0
"885" -2243.7152 -3987.9285 1
"886" -2239.34775 -3989.74 1
"887" -2239.4791 -3987.3775 1
"888" -2236.3391 -3987.348 1
"889" -2224.45825 -3995.485 0
"890" -2221.1335 -3997.948 0
"891" -2218.2236 -3958.083 1
"892" -2216.55405 -3953.7295 1
"893" -2216.72385 -3998.753 0
"894" -2213.61055 -3959.9695 1
"895" -2212.61685 -4001.0495 0
"896" -2206.5591 -4003.804 0
"897" -2205.24605 -3964.1345 0
"898" -2203.2468 -4005.951 1
"899" -2197.14935 -4004.915 1
"900" -2243.98405 -3965.7365 1
"901" -2242.29815 -3984.9485 1
"902" -2237.9307 -3986.76 1
"903" -2238.06205 -3984.3975 1
"904" -2234.92205 -3984.368 1
"905" -2223.0412 -3992.505 0
"906" -2219.71645 -3994.968 0
"907" -2216.80655 -3955.103 1
"908" -2215.137 -3950.7495 1
"909" -2215.3068 -3995.773 0
"910" -2212.1935 -3956.9895 0
"911" -2211.1998 -3998.0695 0
"912" -2205.14205 -4000.824 1
"913" -2203.829 -3961.1545 0
"914" -2201.82975 -4002.971 1
"915" -2195.7323 -4001.935 1
"916" -2242.567 -3962.7565 1
"917" -2340.9655 -3981.541 1
"918" -2332.73115 -3978.9845 1
"919" -2322.688 -3990.734 1
"920" -2323.2364 -3975.5595 1
"921" -2318.3939 -3975.4705 0
"922" -2310.7977 -3990.37 0
"923" -2309.37525 -3969.1735 0
"924" -2304.01625 -3988.4095 0
"925" -2304.02895 -3965.118 0
"926" -2297.00375 -3958.248 0
"927" -2296.5548 -3985.002 0
"928" -2290.63035 -3985.5965 0
"929" -2286.2629 -3987.408 0
"930" -2286.39425 -3985.0455 0
"931" -2283.25425 -3985.016 1
"932" -2309.77645 -3957.7905 0
"933" -2298.78655 -3970.998 0
"934" -2297.2386 -3961.8105 1
"935" -2293.92305 -3965.8375 0
"936" -2290.8992 -3963.4045 1
"937" -2295.62075 -3981.362 1
"938" -2294.02685 -3984.2975 1
"939" -2290.77475 -3977.848 0
"940" -2289.48845 -3982.3785 1
"941" -2260.68035 -3967.2465 0
"942" -2236.68825 -3978.053 1
"943" -2235.20325 -3970.693 1
"944" -2237.02365 -3986.2055 1
"945" -2258.66415 -3953.4305 1
"946" -2256.09865 -3957.166 1
"947" -2241.39835 -3977.513 1
"948" -2239.9813 -3974.533 1
"949" -2288.3135 -3975.181 1
"950" -2279.10555 -3990.9525 1
"951" -2277.81925 -3995.483 1
"952" -2249.01115 -3980.351 0
"953" -2225.01905 -3991.1575 1
"954" -2223.53405 -3983.7975 1
"955" -2225.35445 -3999.31 1
"956" -2220.5228 -4001.957 1
"957" -2211.4269 -4002.8295 1
"958" -2246.99495 -3966.535 1
"959" -2244.42945 -3970.2705 1
"960" -2229.72915 -3990.6175 0
"961" -2228.3121 -3987.6375 0
"962" -2276.6443 -3988.2855 1
"963" -2280.51005 -3995.6635 1
"964" -2273.7286 -3993.703 1
"965" -2273.7413 -3970.4115 1
"966" -2266.7161 -3963.5415 1
"967" -2266.26715 -3990.2955 0
"968" -2260.3427 -3990.89 0
"969" -2255.97525 -3992.7015 0
"970" -2256.1066 -3990.339 0
"971" -2252.9666 -3990.3095 0
"972" -2241.08575 -3998.4465 0
"973" -2237.761 -4000.9095 0
"974" -2234.8511 -3961.0445 1
"975" -2233.18155 -3956.691 1
"976" -2233.35135 -4001.7145 0
"977" -2230.23805 -3962.931 1
"978" -2229.24435 -4004.011 1
"979" -2223.1866 -4006.7655 1
"980" -2221.87355 -3967.096 1
"981" -2219.8743 -4008.9125 1
"982" -2268.4989 -3976.2915 1
"983" -2266.95095 -3967.104 1
"984" -2263.6354 -3971.131 1
"985" -2260.61155 -3968.698 1
"986" -2258.02585 -3980.4745 0
"987" -2246.35665 -3993.579 0
"988" -2209.52635 -4006.3565 1
"989" -2206.2016 -4008.8195 1
"990" -2201.79195 -4009.6245 0
"991" -2197.68495 -4011.921 0
"992" -2191.6272 -4014.6755 0
"993" -2190.31415 -3975.006 0
"994" -2188.3149 -4016.8225 0
"995" -2182.21745 -4015.7865 0
"996" -2214.79725 -4001.489 1
"997" -2236.84265 -3980.3905 1
"998" -2236.974 -3978.028 1
"999" -2233.834 -3977.9985 1
"1000" -2221.95315 -3986.1355 1
"1001" -2218.6284 -3988.5985 1
"1002" -2215.7185 -3948.7335 0
"1003" -2214.04895 -3944.38 1
"1004" -2214.21875 -3989.4035 1
"1005" -2211.10545 -3950.62 0
"1006" -2210.11175 -3991.7 1
"1007" -2204.054 -3994.4545 1
"1008" -2202.74095 -3954.785 0
"1009" -2200.7417 -3996.6015 1
"1010" -2194.64425 -3995.5655 1
"1011" -2194.3983 -3937.6875 1
"1012" -2241.47895 -3956.387 1
"1013" -2238.89325 -3968.1635 1
"1014" -2227.22405 -3981.268 1
"1015" -2330.936 -3970.914 0
"1016" -2329.3421 -3973.8495 1
"1017" -2326.09 -3967.4 0
"1018" -2324.8037 -3971.9305 1
"1019" -2323.62875 -3964.733 0
"1020" -2294.49635 -3970.4805 1
"1021" -2292.90245 -3973.416 1
"1022" -2289.65035 -3966.9665 1
"1023" -2288.36405 -3971.497 1
"1024" -2259.55595 -3956.365 0
"1025" -2234.07885 -3959.8115 1
"1026" -2257.53975 -3942.549 0
"1027" -2254.97425 -3946.2845 0
"1028" -2240.27395 -3966.6315 1
"1029" -2238.8569 -3963.6515 1
"1030" -2287.1891 -3964.2995 1
"1031" -2256.90145 -3969.593 0
"1032" -2237.76885 -3957.282 1
"1033" -2270.3438 -3944.6225 1
"1034" -2263.3186 -3937.7525 1
"1035" -2256.9452 -3965.101 1
"1036" -2252.57775 -3966.9125 1
"1037" -2252.7091 -3964.55 1
"1038" -2249.5691 -3964.5205 1
"1039" -2237.68825 -3972.6575 1
"1040" -2231.4536 -3935.2555 0
"1041" -2229.78405 -3930.902 0
"1042" -2226.84055 -3937.142 0
"1043" -2218.47605 -3941.307 1
"1044" -2210.1334 -3924.2095 1
"1045" -2265.1014 -3950.5025 1
"1046" -2263.55345 -3941.315 1
"1047" -2260.2379 -3945.342 0
"1048" -2257.21405 -3942.909 0
"1049" -2254.62835 -3954.6855 1
"1050" -2242.95915 -3967.79 1
"1051" -2253.50395 -3943.804 0
"1052" -2243.1797 -3996.5855 1
"1053" -2238.81225 -3998.397 1
"1054" -2238.9436 -3996.0345 1
"1055" -2235.8036 -3996.005 1
"1056" -2223.92275 -4004.142 0
"1057" -2220.598 -4006.605 0
"1058" -2217.6881 -3966.74 1
"1059" -2216.18835 -4007.41 0
"1060" -2213.07505 -3968.6265 1
"1061" -2212.08135 -4009.7065 0
"1062" -2206.0236 -4012.461 0
"1063" -2204.71055 -3972.7915 1
"1064" -2202.7113 -4014.608 0
"1065" -2196.61385 -4013.572 0
"1066" -2240.86285 -3986.17 1
"1067" -2229.19365 -3999.2745 0
"1068" -2229.8023 -3953.201 1
"1069" -2205.8102 -3964.0075 0
"1070" -2204.3252 -3956.6475 0
"1071" -2206.1456 -3972.16 1
"1072" -2201.31395 -3974.807 1
"1073" -2193.27955 -3955.537 0
"1074" -2192.21805 -3975.6795 1
"1075" -2185.21855 -3963.8635 1
"1076" -2227.7861 -3939.385 1
"1077" -2225.2206 -3943.1205 0
"1078" -2210.5203 -3963.4675 0
"1079" -2209.10325 -3960.4875 0
"1080" -2227.1478 -3966.429 1
"1081" -2195.5884 -3974.339 1
"1082" -2208.0152 -3954.118 0
"1083" -2223.7503 -3940.64 0
"1084" -2209.9848 -3972.1245 1
"1085" -2229.2007 -3989.497 1
"1086" -2205.2086 -4000.3035 0
"1087" -2203.7236 -3992.9435 1
"1088" -2205.544 -4008.456 0
"1089" -2200.71235 -4011.103 0
"1090" -2192.67795 -3991.833 1
"1091" -2191.61645 -4011.9755 0
"1092" -2184.61695 -4000.1595 1
"1093" -2185.17775 -4009.541 0
"1094" -2181.2901 -4005.4835 1
"1095" -2209.9187 -3999.7635 0
"1096" -2208.50165 -3996.7835 0
"1097" -2226.5462 -4002.725 1
"1098" -2194.9868 -4010.635 0
"1099" -2207.4136 -3990.414 1
"1100" -2209.3832 -4008.4205 0
"1101" -2202.1244 -4001.674 0
"1102" -2200.6394 -3994.314 1
"1103" -2202.4598 -4009.8265 0
"1104" -2197.62815 -4012.4735 0
"1105" -2189.59375 -3993.2035 1
"1106" -2188.53225 -4013.346 0
"1107" -2181.53275 -4001.53 1
"1108" -2182.09355 -4010.9115 0
"1109" -2178.2059 -4006.854 1
"1110" -2206.8345 -4001.134 0
"1111" -2205.41745 -3998.154 0
"1112" -2223.462 -4004.0955 1
"1113" -2191.9026 -4012.0055 0
"1114" -2204.3294 -3991.7845 1
"1115" -2206.299 -4009.791 0
"1116" -2199.41825 -4000.4505 0
"1117" -2197.93325 -3993.0905 1
"1118" -2199.75365 -4008.603 0
"1119" -2194.922 -4011.25 0
"1120" -2186.8876 -3991.98 1
"1121" -2185.8261 -4012.1225 0
"1122" -2178.8266 -4000.3065 1
"1123" -2179.3874 -4009.688 0
"1124" -2175.49975 -4005.6305 0
"1125" -2204.12835 -3999.9105 0
"1126" -2202.7113 -3996.9305 0
"1127" -2220.75585 -4002.872 1
"1128" -2189.19645 -4010.782 0
"1129" -2201.62325 -3990.561 1
"1130" -2203.59285 -4008.5675 0
"1131" -2187.96655 -4003.6085 1
"1132" -2183.85955 -4005.905 1
"1133" -2177.8018 -4008.6595 1
"1134" -2176.48875 -3968.99 1
"1135" -2174.4895 -4010.8065 1
"1136" -2168.39205 -4009.7705 0
"1137" -2181.1614 -4004.619 1
"1138" -2178.0772 -4005.9895 1
"1139" -2175.37105 -4004.766 1
"1140" -2005.25415 -3248.1955 1
"1141" -2004.50685 -3245.9725 1
"1142" -2048.37625 -3032.9865 1
"1143" -1804.07475 -3960.6915 1
"1144" -1784.88905 -3966.9335 0
"1145" -1778.808 -3986.0145 1
"1146" -1804.7189 -3955.492 1
"1147" -1795.0384 -3991.4155 0
"1148" -1789.0644 -4004.628 1
"1149" -1780.2466 -3995.86 1
"1150" -3113.3679 -3986.081 1
"1151" -2975.72215 -4010.9855 1
"1152" -2973.6984 -4012.686 1
"1153" -2969.86855 -4013.8195 1
"1154" -2969.74875 -4010.6255 1
"1155" -2963.83405 -4012.299 1
"1156" -2953.99005 -4017.034 0
"1157" -2938.5154 -4000.8725 0
"1158" -2934.202 -4009.145 0
"1159" -2934.385 -3972.4185 1
"1160" -2926.727 -4003.2485 0
"1161" -2927.45075 -4009.2545 0
"1162" -2923.6031 -4000.391 0
"1163" -2917.2257 -3980.8225 1
"1164" -2914.9306 -4001.4165 1
"1165" -2911.1249 -4009.59 1
"1166" -2908.20605 -4006.39 1
"1167" -2912.7559 -4016.838 1
"1168" -3010.9235 -4045.616 0
"1169" -3003.83505 -4041.7085 0
"1170" -3003.64465 -4045.7295 0
"1171" -3001.75245 -4038.8085 0
"1172" -2999.7287 -4040.509 0
"1173" -2995.89885 -4041.6425 0
"1174" -2995.77905 -4038.4485 0
"1175" -3009.7691 -4050.203 0
"1176" -2989.86435 -4040.122 0
"1177" -2980.02035 -4044.857 0
"1178" -2959.47205 -4009.3835 0
"1179" -2953.86355 -4008.8565 0
"1180" -2951.16715 -4025.3845 0
"1181" -2951.7713 -4006.1695 0
"1182" -2938.99015 -4013.0905 0
"1183" -2938.5983 -3978.275 1
"1184" -2934.93005 -4002.449 0
"1185" -2929.49115 -3992.201 1
"1186" -2925.3029 -4031.0115 1
"1187" -2924.51935 -4027.292 1
"1188" -2918.63095 -3995.0505 1
"1189" -2927.1385 -3997.59 1
"1190" -2924.96915 -3992.8165 1
"1191" -2921.02415 -3989.438 1
"1192" -2929.2481 -4033.65 1
"1193" -2921.8342 -3997.024 1
"1194" -2944.07125 -4006.0185 0
"1195" -2970.10155 -4033.8415 1
"1196" -2812.393 -2850.502 1
"1197" -2670.18675 -3867.5205 0
"1198" -2665.14615 -3871.9385 1
"1199" -2528.11395 -3883.784 0
"1200" -2523.4085 -3878.447 1
"1201" -2332.57065 -3988.2695 0
"1202" -2330.97675 -3991.205 0
"1203" -2327.72465 -3984.7555 0
"1204" -2326.43835 -3989.286 0
"1205" -2325.2634 -3982.0885 0
"1206" -2379.41715 -3845.7695 1
"1207" -2358.0726 -3989.4485 1
"1208" -2353.79215 -3990.8705 1
"1209" -2345.5578 -3988.314 0
"1210" -2335.51465 -4000.0635 0
"1211" -2336.06305 -3984.889 0
"1212" -2331.22055 -3984.8 0
"1213" -2323.62435 -3999.6995 0
"1214" -2322.2019 -3978.503 0
"1215" -2316.8429 -3997.739 1
"1216" -2316.8556 -3974.4475 1
"1217" -2309.38145 -3994.3315 1
"1218" -2303.457 -3994.926 1
"1219" -2299.08955 -3996.7375 1
"1220" -2299.2209 -3994.375 1
"1221" -2322.6031 -3967.12 1
"1222" -2311.6132 -3980.3275 0
"1223" -2310.06525 -3971.14 1
"1224" -2306.7497 -3975.167 1
"1225" -2301.14015 -3984.5105 1
"1226" -2336.4554 -3974.0625 1
"1227" -2338.09005 -3991.418 0
"1228" -2074.53525 -3257.4125 1
"1229" -2075.65925 -3250.7605 1
"1230" -2074.5548 -3264.4685 1
"1231" -1768.7085 -3983.658 1
